game_id,round_id,timestamp,num_alive,num_killed
a5669dac-aeec-45fd-a44b-37d1e680053b,10,,6,3
afd28e74-9518-4e43-a9e4-8e0060ed0fd2,10,,6,3
00bf24cb-966e-48ef-a6d1-8fd22e718052,10,,6,3
f0155743-1cc9-43b5-aed6-424b1c5ad2fd,10,,6,3
6e1a4d27-99a8-4981-8c44-b04e3ba9b66f,10,,6,3
44351127-0db0-4e59-9bad-3c00ce1395f3,10,,6,3
05f4445a-79ad-4463-83ca-a1a488940875,10,,6,3
85338a1b-798f-43f9-857a-9731b05f97bc,0,,8,0
05e0d5c1-4e72-4aba-ab28-72a9f8a43de0,0,,8,0
7b539775-4a57-42a5-94b0-73e15a410cf8,0,,8,0
af25c292-2660-4129-aba2-118056766867,0,,8,0
2c1aab22-fe8a-43ae-95af-7756bbe767ac,0,,8,0
db7236d0-f4c9-4cdd-b0eb-0bc9cf41cfe2,0,,8,0
58792cf0-0ec6-4f49-908d-086ea8078a25,0,,8,0
286c5ae1-572d-4f8b-839c-d9754a8b88ac,0,,8,0
85338a1b-798f-43f9-857a-9731b05f97bc,1,,8,1
05e0d5c1-4e72-4aba-ab28-72a9f8a43de0,1,,8,1
7b539775-4a57-42a5-94b0-73e15a410cf8,1,,8,1
af25c292-2660-4129-aba2-118056766867,1,,8,1
2c1aab22-fe8a-43ae-95af-7756bbe767ac,1,,8,1
db7236d0-f4c9-4cdd-b0eb-0bc9cf41cfe2,1,,8,1
58792cf0-0ec6-4f49-908d-086ea8078a25,1,,8,1
286c5ae1-572d-4f8b-839c-d9754a8b88ac,1,,8,1
85338a1b-798f-43f9-857a-9731b05f97bc,2,,7,2
05e0d5c1-4e72-4aba-ab28-72a9f8a43de0,2,,7,2
7b539775-4a57-42a5-94b0-73e15a410cf8,2,,7,2
af25c292-2660-4129-aba2-118056766867,2,,7,2
2c1aab22-fe8a-43ae-95af-7756bbe767ac,2,,7,2
db7236d0-f4c9-4cdd-b0eb-0bc9cf41cfe2,2,,7,2
58792cf0-0ec6-4f49-908d-086ea8078a25,2,,7,2
286c5ae1-572d-4f8b-839c-d9754a8b88ac,2,,7,2
85338a1b-798f-43f9-857a-9731b05f97bc,3,,7,2
05e0d5c1-4e72-4aba-ab28-72a9f8a43de0,3,,7,2
7b539775-4a57-42a5-94b0-73e15a410cf8,3,,7,2
af25c292-2660-4129-aba2-118056766867,3,,7,2
2c1aab22-fe8a-43ae-95af-7756bbe767ac,3,,7,2
db7236d0-f4c9-4cdd-b0eb-0bc9cf41cfe2,3,,7,2
58792cf0-0ec6-4f49-908d-086ea8078a25,3,,7,2
286c5ae1-572d-4f8b-839c-d9754a8b88ac,3,,7,2
90d60d7d-f100-4b1d-a1a9-075a79bf1c51,0,,8,0
2458b9c7-0dea-4ef7-be0c-c1f6b3cc7d0f,0,,8,0
b8ecc008-b15c-44be-b1ba-6607a61139e6,0,,8,0
628fc78f-3b9a-4dfc-98c8-ba599006b3be,0,,8,0
5b2531c8-841d-49cf-9b2d-452186bdc78b,0,,8,0
a7701777-4ad7-496a-ab5b-66ad18be0851,0,,8,0
7993634a-1e96-4d38-b275-fe1b40cc9321,0,,8,0
84ec172f-533d-4af0-8bd4-749005857060,0,,8,0
90d60d7d-f100-4b1d-a1a9-075a79bf1c51,1,,8,1
2458b9c7-0dea-4ef7-be0c-c1f6b3cc7d0f,1,,8,1
b8ecc008-b15c-44be-b1ba-6607a61139e6,1,,8,1
628fc78f-3b9a-4dfc-98c8-ba599006b3be,1,,8,1
5b2531c8-841d-49cf-9b2d-452186bdc78b,1,,8,1
a7701777-4ad7-496a-ab5b-66ad18be0851,1,,8,1
7993634a-1e96-4d38-b275-fe1b40cc9321,1,,8,1
84ec172f-533d-4af0-8bd4-749005857060,1,,8,1
90d60d7d-f100-4b1d-a1a9-075a79bf1c51,2,,7,2
2458b9c7-0dea-4ef7-be0c-c1f6b3cc7d0f,2,,7,2
b8ecc008-b15c-44be-b1ba-6607a61139e6,2,,7,2
628fc78f-3b9a-4dfc-98c8-ba599006b3be,2,,7,2
5b2531c8-841d-49cf-9b2d-452186bdc78b,2,,7,2
a7701777-4ad7-496a-ab5b-66ad18be0851,2,,7,2
7993634a-1e96-4d38-b275-fe1b40cc9321,2,,7,2
84ec172f-533d-4af0-8bd4-749005857060,2,,7,2
90d60d7d-f100-4b1d-a1a9-075a79bf1c51,3,,5,4
2458b9c7-0dea-4ef7-be0c-c1f6b3cc7d0f,3,,5,4
b8ecc008-b15c-44be-b1ba-6607a61139e6,3,,5,4
628fc78f-3b9a-4dfc-98c8-ba599006b3be,3,,5,4
5b2531c8-841d-49cf-9b2d-452186bdc78b,3,,5,4
a7701777-4ad7-496a-ab5b-66ad18be0851,3,,5,4
7993634a-1e96-4d38-b275-fe1b40cc9321,3,,5,4
84ec172f-533d-4af0-8bd4-749005857060,3,,5,4
90d60d7d-f100-4b1d-a1a9-075a79bf1c51,4,,5,4
2458b9c7-0dea-4ef7-be0c-c1f6b3cc7d0f,4,,5,4
b8ecc008-b15c-44be-b1ba-6607a61139e6,4,,5,4
628fc78f-3b9a-4dfc-98c8-ba599006b3be,4,,5,4
5b2531c8-841d-49cf-9b2d-452186bdc78b,4,,5,4
a7701777-4ad7-496a-ab5b-66ad18be0851,4,,5,4
7993634a-1e96-4d38-b275-fe1b40cc9321,4,,5,4
84ec172f-533d-4af0-8bd4-749005857060,4,,5,4
90d60d7d-f100-4b1d-a1a9-075a79bf1c51,5,,5,4
2458b9c7-0dea-4ef7-be0c-c1f6b3cc7d0f,5,,5,4
b8ecc008-b15c-44be-b1ba-6607a61139e6,5,,5,4
628fc78f-3b9a-4dfc-98c8-ba599006b3be,5,,5,4
5b2531c8-841d-49cf-9b2d-452186bdc78b,5,,5,4
a7701777-4ad7-496a-ab5b-66ad18be0851,5,,5,4
7993634a-1e96-4d38-b275-fe1b40cc9321,5,,5,4
84ec172f-533d-4af0-8bd4-749005857060,5,,5,4
90d60d7d-f100-4b1d-a1a9-075a79bf1c51,6,,5,4
2458b9c7-0dea-4ef7-be0c-c1f6b3cc7d0f,6,,5,4
b8ecc008-b15c-44be-b1ba-6607a61139e6,6,,5,4
628fc78f-3b9a-4dfc-98c8-ba599006b3be,6,,5,4
5b2531c8-841d-49cf-9b2d-452186bdc78b,6,,5,4
a7701777-4ad7-496a-ab5b-66ad18be0851,6,,5,4
7993634a-1e96-4d38-b275-fe1b40cc9321,6,,5,4
84ec172f-533d-4af0-8bd4-749005857060,6,,5,4
90d60d7d-f100-4b1d-a1a9-075a79bf1c51,7,,5,4
2458b9c7-0dea-4ef7-be0c-c1f6b3cc7d0f,7,,5,4
b8ecc008-b15c-44be-b1ba-6607a61139e6,7,,5,4
628fc78f-3b9a-4dfc-98c8-ba599006b3be,7,,5,4
5b2531c8-841d-49cf-9b2d-452186bdc78b,7,,5,4
a7701777-4ad7-496a-ab5b-66ad18be0851,7,,5,4
7993634a-1e96-4d38-b275-fe1b40cc9321,7,,5,4
84ec172f-533d-4af0-8bd4-749005857060,7,,5,4
90d60d7d-f100-4b1d-a1a9-075a79bf1c51,8,,5,4
2458b9c7-0dea-4ef7-be0c-c1f6b3cc7d0f,8,,5,4
b8ecc008-b15c-44be-b1ba-6607a61139e6,8,,5,4
628fc78f-3b9a-4dfc-98c8-ba599006b3be,8,,5,4
5b2531c8-841d-49cf-9b2d-452186bdc78b,8,,5,4
a7701777-4ad7-496a-ab5b-66ad18be0851,8,,5,4
7993634a-1e96-4d38-b275-fe1b40cc9321,8,,5,4
84ec172f-533d-4af0-8bd4-749005857060,8,,5,4
90d60d7d-f100-4b1d-a1a9-075a79bf1c51,9,,5,4
2458b9c7-0dea-4ef7-be0c-c1f6b3cc7d0f,9,,5,4
b8ecc008-b15c-44be-b1ba-6607a61139e6,9,,5,4
628fc78f-3b9a-4dfc-98c8-ba599006b3be,9,,5,4
5b2531c8-841d-49cf-9b2d-452186bdc78b,9,,5,4
a7701777-4ad7-496a-ab5b-66ad18be0851,9,,5,4
7993634a-1e96-4d38-b275-fe1b40cc9321,9,,5,4
84ec172f-533d-4af0-8bd4-749005857060,9,,5,4
90d60d7d-f100-4b1d-a1a9-075a79bf1c51,10,,5,4
2458b9c7-0dea-4ef7-be0c-c1f6b3cc7d0f,10,,5,4
b8ecc008-b15c-44be-b1ba-6607a61139e6,10,,5,4
628fc78f-3b9a-4dfc-98c8-ba599006b3be,10,,5,4
5b2531c8-841d-49cf-9b2d-452186bdc78b,10,,5,4
a7701777-4ad7-496a-ab5b-66ad18be0851,10,,5,4
7993634a-1e96-4d38-b275-fe1b40cc9321,10,,5,4
84ec172f-533d-4af0-8bd4-749005857060,10,,5,4
9f4c1f59-8d39-492c-bd06-a726affbaa5b,0,,8,0
a730ba03-4d10-4899-b811-0bf725570ea1,0,,8,0
87db8f98-4c9f-4449-bf96-013d8dfcb99a,0,,8,0
af257edf-4f49-4ca5-8a12-21852f7abb6f,0,,8,0
9003d21e-ca0f-44d1-b4fd-835cadc915e9,0,,8,0
e708e462-9cba-4242-8ed6-8bd7aee2cb49,0,,8,0
7c8eca9c-0c77-4c77-a495-a19354780aff,0,,8,0
ca31d829-f6af-4ca6-b7e1-c1e7d133fe7a,0,,8,0
9f4c1f59-8d39-492c-bd06-a726affbaa5b,1,,6,3
a730ba03-4d10-4899-b811-0bf725570ea1,1,,6,3
87db8f98-4c9f-4449-bf96-013d8dfcb99a,1,,6,3
af257edf-4f49-4ca5-8a12-21852f7abb6f,1,,6,3
9003d21e-ca0f-44d1-b4fd-835cadc915e9,1,,6,3
e708e462-9cba-4242-8ed6-8bd7aee2cb49,1,,6,3
7c8eca9c-0c77-4c77-a495-a19354780aff,1,,6,3
ca31d829-f6af-4ca6-b7e1-c1e7d133fe7a,1,,6,3
9f4c1f59-8d39-492c-bd06-a726affbaa5b,2,,6,3
a730ba03-4d10-4899-b811-0bf725570ea1,2,,6,3
87db8f98-4c9f-4449-bf96-013d8dfcb99a,2,,6,3
af257edf-4f49-4ca5-8a12-21852f7abb6f,2,,6,3
9003d21e-ca0f-44d1-b4fd-835cadc915e9,2,,6,3
e708e462-9cba-4242-8ed6-8bd7aee2cb49,2,,6,3
7c8eca9c-0c77-4c77-a495-a19354780aff,2,,6,3
ca31d829-f6af-4ca6-b7e1-c1e7d133fe7a,2,,6,3
9f4c1f59-8d39-492c-bd06-a726affbaa5b,3,,6,3
a730ba03-4d10-4899-b811-0bf725570ea1,3,,6,3
87db8f98-4c9f-4449-bf96-013d8dfcb99a,3,,6,3
af257edf-4f49-4ca5-8a12-21852f7abb6f,3,,6,3
9003d21e-ca0f-44d1-b4fd-835cadc915e9,3,,6,3
e708e462-9cba-4242-8ed6-8bd7aee2cb49,3,,6,3
7c8eca9c-0c77-4c77-a495-a19354780aff,3,,6,3
ca31d829-f6af-4ca6-b7e1-c1e7d133fe7a,3,,6,3
9f4c1f59-8d39-492c-bd06-a726affbaa5b,4,,5,4
a730ba03-4d10-4899-b811-0bf725570ea1,4,,5,4
87db8f98-4c9f-4449-bf96-013d8dfcb99a,4,,5,4
af257edf-4f49-4ca5-8a12-21852f7abb6f,4,,5,4
9003d21e-ca0f-44d1-b4fd-835cadc915e9,4,,5,4
e708e462-9cba-4242-8ed6-8bd7aee2cb49,4,,5,4
7c8eca9c-0c77-4c77-a495-a19354780aff,4,,5,4
ca31d829-f6af-4ca6-b7e1-c1e7d133fe7a,4,,5,4
9f4c1f59-8d39-492c-bd06-a726affbaa5b,5,,5,4
a730ba03-4d10-4899-b811-0bf725570ea1,5,,5,4
87db8f98-4c9f-4449-bf96-013d8dfcb99a,5,,5,4
af257edf-4f49-4ca5-8a12-21852f7abb6f,5,,5,4
9003d21e-ca0f-44d1-b4fd-835cadc915e9,5,,5,4
e708e462-9cba-4242-8ed6-8bd7aee2cb49,5,,5,4
7c8eca9c-0c77-4c77-a495-a19354780aff,5,,5,4
ca31d829-f6af-4ca6-b7e1-c1e7d133fe7a,5,,5,4
9f4c1f59-8d39-492c-bd06-a726affbaa5b,6,,5,4
a730ba03-4d10-4899-b811-0bf725570ea1,6,,5,4
87db8f98-4c9f-4449-bf96-013d8dfcb99a,6,,5,4
af257edf-4f49-4ca5-8a12-21852f7abb6f,6,,5,4
9003d21e-ca0f-44d1-b4fd-835cadc915e9,6,,5,4
e708e462-9cba-4242-8ed6-8bd7aee2cb49,6,,5,4
7c8eca9c-0c77-4c77-a495-a19354780aff,6,,5,4
ca31d829-f6af-4ca6-b7e1-c1e7d133fe7a,6,,5,4
9f4c1f59-8d39-492c-bd06-a726affbaa5b,7,,5,4
a730ba03-4d10-4899-b811-0bf725570ea1,7,,5,4
87db8f98-4c9f-4449-bf96-013d8dfcb99a,7,,5,4
af257edf-4f49-4ca5-8a12-21852f7abb6f,7,,5,4
9003d21e-ca0f-44d1-b4fd-835cadc915e9,7,,5,4
e708e462-9cba-4242-8ed6-8bd7aee2cb49,7,,5,4
7c8eca9c-0c77-4c77-a495-a19354780aff,7,,5,4
ca31d829-f6af-4ca6-b7e1-c1e7d133fe7a,7,,5,4
9f4c1f59-8d39-492c-bd06-a726affbaa5b,8,,5,4
a730ba03-4d10-4899-b811-0bf725570ea1,8,,5,4
87db8f98-4c9f-4449-bf96-013d8dfcb99a,8,,5,4
af257edf-4f49-4ca5-8a12-21852f7abb6f,8,,5,4
9003d21e-ca0f-44d1-b4fd-835cadc915e9,8,,5,4
e708e462-9cba-4242-8ed6-8bd7aee2cb49,8,,5,4
7c8eca9c-0c77-4c77-a495-a19354780aff,8,,5,4
ca31d829-f6af-4ca6-b7e1-c1e7d133fe7a,8,,5,4
9e979625-220b-4439-a177-eeba279c8442,0,,8,0
febb1d3e-d6e4-440e-b9e5-53175762096f,0,,8,0
41fb0d82-b53d-4b09-8f53-cd772e6c43b9,0,,8,0
eaad0178-c22f-4ef1-8877-ca709d03184c,0,,8,0
95461087-0d49-4e17-8e60-59ca3ee0ba87,0,,8,0
