game_id,round_id,agent_id,target_agent,trust_delta,timestamp
b43f8d4a-da2e-450c-a055-6657c0d16b17,3,Agent_1,Agent_2,20,
cf4ca079-8ccd-490a-a29e-86a8eb9e6c20,3,Agent_1,Agent_2,20,
7e46236f-54ea-44cb-88f4-a9e6c7f23fb0,3,Agent_1,Agent_2,20,
c3c3fdab-f458-4c90-8fe2-51ad61ceafce,3,Agent_1,Agent_2,20,
75e0c9a6-50b5-4c32-86d2-4002fd1671fb,3,Agent_1,Agent_2,20,
4f1cb3a6-60bd-4b8a-bf1f-f66d299bb101,3,Agent_1,Agent_2,20,
ee00d321-014b-4b6f-a51a-4bfebc72a84f,3,Agent_1,Agent_2,20,
a8209c0b-86e7-49a4-87df-032a336a9e1e,3,Agent_1,Agent_2,20,
b43f8d4a-da2e-450c-a055-6657c0d16b17,3,Agent_2,Agent_2,-20,
cf4ca079-8ccd-490a-a29e-86a8eb9e6c20,3,Agent_2,Agent_2,-20,
7e46236f-54ea-44cb-88f4-a9e6c7f23fb0,3,Agent_2,Agent_2,-20,
c3c3fdab-f458-4c90-8fe2-51ad61ceafce,3,Agent_2,Agent_2,-20,
75e0c9a6-50b5-4c32-86d2-4002fd1671fb,3,Agent_2,Agent_2,-20,
4f1cb3a6-60bd-4b8a-bf1f-f66d299bb101,3,Agent_2,Agent_2,-20,
ee00d321-014b-4b6f-a51a-4bfebc72a84f,3,Agent_2,Agent_2,-20,
a8209c0b-86e7-49a4-87df-032a336a9e1e,3,Agent_2,Agent_2,-20,
b43f8d4a-da2e-450c-a055-6657c0d16b17,3,Agent_3,Agent_2,20,
cf4ca079-8ccd-490a-a29e-86a8eb9e6c20,3,Agent_3,Agent_2,20,
7e46236f-54ea-44cb-88f4-a9e6c7f23fb0,3,Agent_3,Agent_2,20,
c3c3fdab-f458-4c90-8fe2-51ad61ceafce,3,Agent_3,Agent_2,20,
75e0c9a6-50b5-4c32-86d2-4002fd1671fb,3,Agent_3,Agent_2,20,
4f1cb3a6-60bd-4b8a-bf1f-f66d299bb101,3,Agent_3,Agent_2,20,
ee00d321-014b-4b6f-a51a-4bfebc72a84f,3,Agent_3,Agent_2,20,
a8209c0b-86e7-49a4-87df-032a336a9e1e,3,Agent_3,Agent_2,20,
b43f8d4a-da2e-450c-a055-6657c0d16b17,3,Agent_4,Agent_2,20,
cf4ca079-8ccd-490a-a29e-86a8eb9e6c20,3,Agent_4,Agent_2,20,
7e46236f-54ea-44cb-88f4-a9e6c7f23fb0,3,Agent_4,Agent_2,20,
c3c3fdab-f458-4c90-8fe2-51ad61ceafce,3,Agent_4,Agent_2,20,
75e0c9a6-50b5-4c32-86d2-4002fd1671fb,3,Agent_4,Agent_2,20,
4f1cb3a6-60bd-4b8a-bf1f-f66d299bb101,3,Agent_4,Agent_2,20,
ee00d321-014b-4b6f-a51a-4bfebc72a84f,3,Agent_4,Agent_2,20,
a8209c0b-86e7-49a4-87df-032a336a9e1e,3,Agent_4,Agent_2,20,
b43f8d4a-da2e-450c-a055-6657c0d16b17,3,Agent_5,Agent_2,20,
cf4ca079-8ccd-490a-a29e-86a8eb9e6c20,3,Agent_5,Agent_2,20,
7e46236f-54ea-44cb-88f4-a9e6c7f23fb0,3,Agent_5,Agent_2,20,
c3c3fdab-f458-4c90-8fe2-51ad61ceafce,3,Agent_5,Agent_2,20,
75e0c9a6-50b5-4c32-86d2-4002fd1671fb,3,Agent_5,Agent_2,20,
4f1cb3a6-60bd-4b8a-bf1f-f66d299bb101,3,Agent_5,Agent_2,20,
ee00d321-014b-4b6f-a51a-4bfebc72a84f,3,Agent_5,Agent_2,20,
a8209c0b-86e7-49a4-87df-032a336a9e1e,3,Agent_5,Agent_2,20,
b43f8d4a-da2e-450c-a055-6657c0d16b17,3,Agent_6,Agent_2,20,
cf4ca079-8ccd-490a-a29e-86a8eb9e6c20,3,Agent_6,Agent_2,20,
7e46236f-54ea-44cb-88f4-a9e6c7f23fb0,3,Agent_6,Agent_2,20,
c3c3fdab-f458-4c90-8fe2-51ad61ceafce,3,Agent_6,Agent_2,20,
75e0c9a6-50b5-4c32-86d2-4002fd1671fb,3,Agent_6,Agent_2,20,
4f1cb3a6-60bd-4b8a-bf1f-f66d299bb101,3,Agent_6,Agent_2,20,
ee00d321-014b-4b6f-a51a-4bfebc72a84f,3,Agent_6,Agent_2,20,
a8209c0b-86e7-49a4-87df-032a336a9e1e,3,Agent_6,Agent_2,20,
b43f8d4a-da2e-450c-a055-6657c0d16b17,3,Agent_7,Agent_2,20,
cf4ca079-8ccd-490a-a29e-86a8eb9e6c20,3,Agent_7,Agent_2,20,
7e46236f-54ea-44cb-88f4-a9e6c7f23fb0,3,Agent_7,Agent_2,20,
c3c3fdab-f458-4c90-8fe2-51ad61ceafce,3,Agent_7,Agent_2,20,
75e0c9a6-50b5-4c32-86d2-4002fd1671fb,3,Agent_7,Agent_2,20,
4f1cb3a6-60bd-4b8a-bf1f-f66d299bb101,3,Agent_7,Agent_2,20,
ee00d321-014b-4b6f-a51a-4bfebc72a84f,3,Agent_7,Agent_2,20,
a8209c0b-86e7-49a4-87df-032a336a9e1e,3,Agent_7,Agent_2,20,
5c4615c5-7732-45e6-b33c-45c87ae144ff,1,Agent_1,Agent_4,-20,
1a87a7c4-feea-4e2b-b308-8a2ec236535a,1,Agent_1,Agent_4,-20,
458a598f-6e2a-4d72-a64d-f9936a28f1cc,1,Agent_1,Agent_4,-20,
00622173-7998-490b-926b-fc969937547f,1,Agent_1,Agent_4,-20,
8d118a06-c817-4dfe-ab02-076744d75e58,1,Agent_1,Agent_4,-20,
753afee7-2989-4bff-a7af-1351ead9181f,1,Agent_1,Agent_4,-20,
4dfa22b8-f21c-40c0-bfe4-cdc516413dc0,1,Agent_1,Agent_4,-20,
bb29874a-2070-48a6-a25e-7d3f4380589f,1,Agent_1,Agent_4,-20,
5c4615c5-7732-45e6-b33c-45c87ae144ff,1,Agent_2,Agent_4,20,
1a87a7c4-feea-4e2b-b308-8a2ec236535a,1,Agent_2,Agent_4,20,
458a598f-6e2a-4d72-a64d-f9936a28f1cc,1,Agent_2,Agent_4,20,
00622173-7998-490b-926b-fc969937547f,1,Agent_2,Agent_4,20,
8d118a06-c817-4dfe-ab02-076744d75e58,1,Agent_2,Agent_4,20,
753afee7-2989-4bff-a7af-1351ead9181f,1,Agent_2,Agent_4,20,
4dfa22b8-f21c-40c0-bfe4-cdc516413dc0,1,Agent_2,Agent_4,20,
bb29874a-2070-48a6-a25e-7d3f4380589f,1,Agent_2,Agent_4,20,
5c4615c5-7732-45e6-b33c-45c87ae144ff,1,Agent_3,Agent_4,20,
1a87a7c4-feea-4e2b-b308-8a2ec236535a,1,Agent_3,Agent_4,20,
458a598f-6e2a-4d72-a64d-f9936a28f1cc,1,Agent_3,Agent_4,20,
00622173-7998-490b-926b-fc969937547f,1,Agent_3,Agent_4,20,
8d118a06-c817-4dfe-ab02-076744d75e58,1,Agent_3,Agent_4,20,
753afee7-2989-4bff-a7af-1351ead9181f,1,Agent_3,Agent_4,20,
4dfa22b8-f21c-40c0-bfe4-cdc516413dc0,1,Agent_3,Agent_4,20,
bb29874a-2070-48a6-a25e-7d3f4380589f,1,Agent_3,Agent_4,20,
5c4615c5-7732-45e6-b33c-45c87ae144ff,1,Agent_4,Agent_4,-20,
1a87a7c4-feea-4e2b-b308-8a2ec236535a,1,Agent_4,Agent_4,-20,
458a598f-6e2a-4d72-a64d-f9936a28f1cc,1,Agent_4,Agent_4,-20,
00622173-7998-490b-926b-fc969937547f,1,Agent_4,Agent_4,-20,
8d118a06-c817-4dfe-ab02-076744d75e58,1,Agent_4,Agent_4,-20,
753afee7-2989-4bff-a7af-1351ead9181f,1,Agent_4,Agent_4,-20,
4dfa22b8-f21c-40c0-bfe4-cdc516413dc0,1,Agent_4,Agent_4,-20,
bb29874a-2070-48a6-a25e-7d3f4380589f,1,Agent_4,Agent_4,-20,
5c4615c5-7732-45e6-b33c-45c87ae144ff,1,Agent_5,Agent_4,20,
1a87a7c4-feea-4e2b-b308-8a2ec236535a,1,Agent_5,Agent_4,20,
458a598f-6e2a-4d72-a64d-f9936a28f1cc,1,Agent_5,Agent_4,20,
00622173-7998-490b-926b-fc969937547f,1,Agent_5,Agent_4,20,
8d118a06-c817-4dfe-ab02-076744d75e58,1,Agent_5,Agent_4,20,
753afee7-2989-4bff-a7af-1351ead9181f,1,Agent_5,Agent_4,20,
4dfa22b8-f21c-40c0-bfe4-cdc516413dc0,1,Agent_5,Agent_4,20,
bb29874a-2070-48a6-a25e-7d3f4380589f,1,Agent_5,Agent_4,20,
5c4615c5-7732-45e6-b33c-45c87ae144ff,1,Agent_6,Agent_4,-20,
1a87a7c4-feea-4e2b-b308-8a2ec236535a,1,Agent_6,Agent_4,-20,
458a598f-6e2a-4d72-a64d-f9936a28f1cc,1,Agent_6,Agent_4,-20,
00622173-7998-490b-926b-fc969937547f,1,Agent_6,Agent_4,-20,
8d118a06-c817-4dfe-ab02-076744d75e58,1,Agent_6,Agent_4,-20,
753afee7-2989-4bff-a7af-1351ead9181f,1,Agent_6,Agent_4,-20,
4dfa22b8-f21c-40c0-bfe4-cdc516413dc0,1,Agent_6,Agent_4,-20,
bb29874a-2070-48a6-a25e-7d3f4380589f,1,Agent_6,Agent_4,-20,
5c4615c5-7732-45e6-b33c-45c87ae144ff,1,Agent_8,Agent_4,20,
1a87a7c4-feea-4e2b-b308-8a2ec236535a,1,Agent_8,Agent_4,20,
458a598f-6e2a-4d72-a64d-f9936a28f1cc,1,Agent_8,Agent_4,20,
00622173-7998-490b-926b-fc969937547f,1,Agent_8,Agent_4,20,
8d118a06-c817-4dfe-ab02-076744d75e58,1,Agent_8,Agent_4,20,
753afee7-2989-4bff-a7af-1351ead9181f,1,Agent_8,Agent_4,20,
4dfa22b8-f21c-40c0-bfe4-cdc516413dc0,1,Agent_8,Agent_4,20,
bb29874a-2070-48a6-a25e-7d3f4380589f,1,Agent_8,Agent_4,20,
eb8a2ac1-fc68-47e5-8e7e-b61631766a16,3,Agent_1,Agent_6,-20,
a5669dac-aeec-45fd-a44b-37d1e680053b,3,Agent_1,Agent_6,-20,
afd28e74-9518-4e43-a9e4-8e0060ed0fd2,3,Agent_1,Agent_6,-20,
00bf24cb-966e-48ef-a6d1-8fd22e718052,3,Agent_1,Agent_6,-20,
f0155743-1cc9-43b5-aed6-424b1c5ad2fd,3,Agent_1,Agent_6,-20,
6e1a4d27-99a8-4981-8c44-b04e3ba9b66f,3,Agent_1,Agent_6,-20,
44351127-0db0-4e59-9bad-3c00ce1395f3,3,Agent_1,Agent_6,-20,
05f4445a-79ad-4463-83ca-a1a488940875,3,Agent_1,Agent_6,-20,
eb8a2ac1-fc68-47e5-8e7e-b61631766a16,3,Agent_2,Agent_6,-20,
a5669dac-aeec-45fd-a44b-37d1e680053b,3,Agent_2,Agent_6,-20,
afd28e74-9518-4e43-a9e4-8e0060ed0fd2,3,Agent_2,Agent_6,-20,
00bf24cb-966e-48ef-a6d1-8fd22e718052,3,Agent_2,Agent_6,-20,
f0155743-1cc9-43b5-aed6-424b1c5ad2fd,3,Agent_2,Agent_6,-20,
6e1a4d27-99a8-4981-8c44-b04e3ba9b66f,3,Agent_2,Agent_6,-20,
44351127-0db0-4e59-9bad-3c00ce1395f3,3,Agent_2,Agent_6,-20,
05f4445a-79ad-4463-83ca-a1a488940875,3,Agent_2,Agent_6,-20,
eb8a2ac1-fc68-47e5-8e7e-b61631766a16,3,Agent_3,Agent_6,-20,
a5669dac-aeec-45fd-a44b-37d1e680053b,3,Agent_3,Agent_6,-20,
afd28e74-9518-4e43-a9e4-8e0060ed0fd2,3,Agent_3,Agent_6,-20,
00bf24cb-966e-48ef-a6d1-8fd22e718052,3,Agent_3,Agent_6,-20,
f0155743-1cc9-43b5-aed6-424b1c5ad2fd,3,Agent_3,Agent_6,-20,
6e1a4d27-99a8-4981-8c44-b04e3ba9b66f,3,Agent_3,Agent_6,-20,
44351127-0db0-4e59-9bad-3c00ce1395f3,3,Agent_3,Agent_6,-20,
05f4445a-79ad-4463-83ca-a1a488940875,3,Agent_3,Agent_6,-20,
eb8a2ac1-fc68-47e5-8e7e-b61631766a16,3,Agent_5,Agent_6,-20,
a5669dac-aeec-45fd-a44b-37d1e680053b,3,Agent_5,Agent_6,-20,
afd28e74-9518-4e43-a9e4-8e0060ed0fd2,3,Agent_5,Agent_6,-20,
00bf24cb-966e-48ef-a6d1-8fd22e718052,3,Agent_5,Agent_6,-20,
f0155743-1cc9-43b5-aed6-424b1c5ad2fd,3,Agent_5,Agent_6,-20,
6e1a4d27-99a8-4981-8c44-b04e3ba9b66f,3,Agent_5,Agent_6,-20,
44351127-0db0-4e59-9bad-3c00ce1395f3,3,Agent_5,Agent_6,-20,
05f4445a-79ad-4463-83ca-a1a488940875,3,Agent_5,Agent_6,-20,
eb8a2ac1-fc68-47e5-8e7e-b61631766a16,3,Agent_6,Agent_6,-20,
a5669dac-aeec-45fd-a44b-37d1e680053b,3,Agent_6,Agent_6,-20,
afd28e74-9518-4e43-a9e4-8e0060ed0fd2,3,Agent_6,Agent_6,-20,
00bf24cb-966e-48ef-a6d1-8fd22e718052,3,Agent_6,Agent_6,-20,
f0155743-1cc9-43b5-aed6-424b1c5ad2fd,3,Agent_6,Agent_6,-20,
6e1a4d27-99a8-4981-8c44-b04e3ba9b66f,3,Agent_6,Agent_6,-20,
44351127-0db0-4e59-9bad-3c00ce1395f3,3,Agent_6,Agent_6,-20,
05f4445a-79ad-4463-83ca-a1a488940875,3,Agent_6,Agent_6,-20,
eb8a2ac1-fc68-47e5-8e7e-b61631766a16,3,Agent_7,Agent_6,-20,
a5669dac-aeec-45fd-a44b-37d1e680053b,3,Agent_7,Agent_6,-20,
afd28e74-9518-4e43-a9e4-8e0060ed0fd2,3,Agent_7,Agent_6,-20,
00bf24cb-966e-48ef-a6d1-8fd22e718052,3,Agent_7,Agent_6,-20,
f0155743-1cc9-43b5-aed6-424b1c5ad2fd,3,Agent_7,Agent_6,-20,
6e1a4d27-99a8-4981-8c44-b04e3ba9b66f,3,Agent_7,Agent_6,-20,
44351127-0db0-4e59-9bad-3c00ce1395f3,3,Agent_7,Agent_6,-20,
05f4445a-79ad-4463-83ca-a1a488940875,3,Agent_7,Agent_6,-20,
eb8a2ac1-fc68-47e5-8e7e-b61631766a16,3,Agent_8,Agent_6,-20,
a5669dac-aeec-45fd-a44b-37d1e680053b,3,Agent_8,Agent_6,-20,
afd28e74-9518-4e43-a9e4-8e0060ed0fd2,3,Agent_8,Agent_6,-20,
00bf24cb-966e-48ef-a6d1-8fd22e718052,3,Agent_8,Agent_6,-20,
f0155743-1cc9-43b5-aed6-424b1c5ad2fd,3,Agent_8,Agent_6,-20,
